trial,animal_id,date,sess_id,result,hits,violations,temperror,hit_rate,error_rate,violation_rate,temp_error_rate,n_lpokes,n_cpokes,n_rpokes,trial_dur,valid_early_spoke,first_spoke,first_lpoke,first_rpoke,stage,sides,SMA_set,is_match,sa,sb,stimuli_on,settling_in_dur,legal_cbreak_dur,pre_dur,adj_pre_dur,stimulus_dur,delay_dur,post_dur,sb_extra_dur,viol_off_dur,pre_go_dur,inter_trial_dur,go_type,go_dur,give_type_set,give_type_imp,give_frac,give_delay_dur,give_light_dur,give_use,replay_on,timeouts,water_delivered,give_water_not_drunk,crash_hist,l_water_vol,r_water_vol,ab_l_prob,ab_r_prob,ab_beta,ab_tau,exp_del_tau,exp_del_min,exp_del_max,sound_pair
55,R610,2023-05-15,915035,1,1,0,0,0.39,0.61,0.67,0.0,1.0,2.0,1.0,13.673499999999876,False,r,,1.0160000000000764,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.5647150554016269,0.001,0.0,0.5687150554016269,0.5687150554016269,7.713082167834136,none,0.2,light,light,1.0,0.001,0.0,True,True,,6.0,True,False,6.0,6.0,0.3167501157016425,0.6832498842983574,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
56,R610,2023-05-15,915035,3,,1,,0.42,0.58,0.65,0.0,0.0,1.0,4.0,15.070000000000164,False,r,,0.3951000000001841,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.680122124538767,0.001,0.0,0.684122124538767,0.684122124538767,5.755748099645237,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.3859779805232833,0.6140220194767166,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
57,R610,2023-05-15,915035,2,0,0,0,0.42,0.58,0.66,0.0,2.0,1.0,3.0,13.965999999999894,False,l,0.5958000000000538,,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.41726091064924,0.001,0.0,0.42126091064924,0.42126091064924,4.375185545045747,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.3859779805232833,0.6140220194767166,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
58,R610,2023-05-15,915035,3,,1,,0.4,0.6,0.65,0.0,4.0,1.0,1.0,28.964800000000196,False,l,0.7100999999997839,,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.8679824233149651,0.001,0.0,0.8719824233149651,0.8719824233149651,5.878321863750053,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.3421205676523262,0.6578794323476738,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
59,R610,2023-05-15,915035,3,,1,,0.4,0.6,0.66,0.0,3.0,1.0,2.0,9.407799999999952,False,l,0.4981999999999971,,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.6670247726756776,0.001,0.0,0.6710247726756776,0.6710247726756776,4.65293419358826,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.3421205676523262,0.6578794323476738,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
60,R610,2023-05-15,915035,3,,1,,0.4,0.6,0.66,0.0,1.0,1.0,0.0,7.965700000000197,False,l,0.7984999999998763,,5.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.8221793280965859,0.001,0.0,0.8261793280965859,0.8261793280965859,3.8795995316889162,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.3421205676523262,0.6578794323476738,4.0,30.0,0.5,0.4,0.9,"3.0, 3.0"
61,R610,2023-05-15,915035,3,,1,,0.4,0.6,0.67,0.0,0.0,1.0,1.0,21.977800000000116,False,r,,0.5144000000000233,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.6226084442600589,0.001,0.0,0.6266084442600589,0.6266084442600589,4.773043562025707,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.3421205676523262,0.6578794323476738,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
62,R610,2023-05-15,915035,1,1,0,0,0.4,0.6,0.67,0.0,0.0,1.0,1.0,17.038900000000012,False,r,,1.209100000000035,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.49057972070054323,0.001,0.0,0.49457972070054323,0.49457972070054323,7.690055804716201,none,0.2,light,light,1.0,0.001,0.0,True,True,,6.0,True,False,6.0,6.0,0.3421205676523262,0.6578794323476738,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
63,R610,2023-05-15,915035,1,1,0,0,0.43,0.57,0.66,0.0,1.0,1.0,0.0,11.847999999999956,False,l,1.2897000000002663,,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.4239622933658233,0.001,0.0,0.4279622933658233,0.4279622933658233,6.828902044008844,none,0.2,light,light,1.0,0.001,0.0,True,True,,6.0,True,False,6.0,6.0,0.4001159068192577,0.5998840931807423,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
64,R610,2023-05-15,915035,2,0,0,0,0.45,0.55,0.65,0.0,2.0,1.0,0.0,16.155699999999797,False,l,0.7869999999998072,,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.5673412383644679,0.001,0.0,0.5713412383644679,0.5713412383644679,6.180090924053214,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.334079766278259,0.6659202337217409,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
65,R610,2023-05-15,915035,3,,1,,0.43,0.57,0.64,0.0,0.0,3.0,3.0,12.05119999999988,False,r,,0.3976999999999862,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.43438204491112054,0.001,0.0,0.43838204491112054,0.43838204491112054,6.752013503531172,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.29620014308154996,0.7037998569184499,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
66,R610,2023-05-15,915035,2,0,0,0,0.43,0.57,0.65,0.0,2.0,1.0,1.0,9.798099999999977,False,l,1.0326999999997497,,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.41484418290848113,0.001,0.0,0.41884418290848113,0.41884418290848113,5.534548164442585,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.29620014308154996,0.7037998569184499,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
67,R610,2023-05-15,915035,3,,1,,0.42,0.58,0.64,0.0,0.0,1.0,5.0,14.462800000000243,False,r,,0.35269999999945867,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.4840488026859026,0.001,0.0,0.4880488026859026,0.4880488026859026,6.848572329352322,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.2661466314998211,0.7338533685001788,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
68,R610,2023-05-15,915035,1,1,0,0,0.42,0.58,0.64,0.0,,,,,False,r,,0.6896000000006097,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.4929653440193677,0.001,0.0,0.4969653440193677,0.4969653440193677,4.195853713632001,none,0.2,light,light,1.0,0.001,0.0,False,True,,6.0,True,False,6.0,6.0,0.2661466314998211,0.7338533685001788,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
1,R610,2023-05-16,915119,3,,1,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9.14609999999999,False,r,,0.34730000000001837,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.42840563412224514,0.001,0.0,0.45,0.43240563412224514,5.658689941420179,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.5,0.5,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
2,R610,2023-05-16,915119,2,0,0,0,,,1.0,,1.0,1.0,2.0,18.560699999999997,False,r,,0.5538000000000238,5.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.4116250031251436,0.001,0.0,0.4156250031251436,0.4156250031251436,5.498114228525477,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.5,0.5,4.0,30.0,0.5,0.4,0.9,"3.0, 3.0"
3,R610,2023-05-16,915119,3,,1,,0.0,1.0,0.5,0.0,0.0,1.0,3.0,23.448200000000043,False,r,,0.3772000000000162,5.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.8212340480569306,0.001,0.0,0.8252340480569306,0.8252340480569306,7.13763130362056,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.5,0.5,4.0,30.0,0.5,0.4,0.9,"3.0, 3.0"
4,R610,2023-05-16,915119,3,,1,,0.0,1.0,0.67,0.0,1.0,2.0,1.0,26.155099999999948,False,r,,0.5769000000000233,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.8059186329682517,0.001,0.0,0.8099186329682517,0.8099186329682517,6.613862350199435,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.5,0.5,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
5,R610,2023-05-16,915119,1,1,0,0,0.0,1.0,0.75,0.0,1.0,1.0,0.0,23.20399999999995,False,l,0.6886000000000649,,5.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.4180426207739767,0.001,0.0,0.4220426207739767,0.4220426207739767,6.210626314220229,none,0.2,light,light,1.0,0.001,0.0,True,True,,6.0,True,False,6.0,6.0,0.5,0.5,4.0,30.0,0.5,0.4,0.9,"3.0, 3.0"
6,R610,2023-05-16,915119,1,1,0,0,0.5,0.5,0.6,0.0,0.0,2.0,2.0,11.969600000000014,False,r,,0.7522999999999911,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.6971901572011345,0.001,0.0,0.7011901572011345,0.7011901572011345,5.077189301048232,none,0.2,light,light,1.0,0.001,0.0,False,True,,6.0,True,False,6.0,6.0,0.5,0.5,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
7,R610,2023-05-16,915119,3,,1,,0.67,0.33,0.5,0.0,0.0,1.0,1.0,6.358299999999986,False,r,,0.42830000000003565,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.7252340811594886,0.001,0.0,0.7292340811594886,0.7292340811594886,5.01776572237486,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.8772529617698469,0.122747038230153,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
8,R610,2023-05-16,915119,1,1,0,0,0.67,0.33,0.57,0.0,1.0,2.0,0.0,9.334299999999985,False,l,0.8239999999999554,,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.6301482272134814,0.001,0.0,0.6341482272134814,0.6341482272134814,5.956529276913391,none,0.2,light,light,1.0,0.001,0.0,False,True,,6.0,True,False,6.0,6.0,0.8772529617698469,0.122747038230153,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
9,R610,2023-05-16,915119,3,,1,,0.75,0.25,0.5,0.0,3.0,1.0,1.0,17.504800000000046,False,l,0.3966000000000349,,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.5857385931510677,0.001,0.0,0.5897385931510677,0.5897385931510677,4.382170685793318,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.781471863785989,0.21852813621401102,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
10,R610,2023-05-16,915119,2,0,0,0,0.75,0.25,0.56,0.0,0.0,5.0,5.0,58.103399999999965,False,r,,0.4856999999999516,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.43749266085492905,0.001,0.0,0.44149266085492905,0.44149266085492905,6.938458754874939,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.781471863785989,0.21852813621401102,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
11,R610,2023-05-16,915119,2,0,0,0,0.6,0.4,0.5,0.0,3.0,1.0,0.0,8.971900000000005,False,l,0.9687999999999874,,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.5838642101597812,0.001,0.0,0.5878642101597812,0.5878642101597812,4.834946718218207,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.8809717945969527,0.11902820540304733,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
12,R610,2023-05-16,915119,3,,1,,0.5,0.5,0.45,0.0,3.0,1.0,0.0,7.894699999999943,False,l,0.4820999999999458,,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.635430113115149,0.001,0.0,0.639430113115149,0.639430113115149,4.659550209779032,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.47545683430512015,0.5245431656948798,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
13,R610,2023-05-16,915119,3,,1,,0.5,0.5,0.5,0.0,0.0,3.0,5.0,8.806799999999953,False,r,,0.4876999999999043,5.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.7330739909598353,0.001,0.0,0.7370739909598353,0.7370739909598353,6.215157639307913,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.47545683430512015,0.5245431656948798,4.0,30.0,0.5,0.4,0.9,"3.0, 3.0"
14,R610,2023-05-16,915119,3,,1,,0.5,0.5,0.54,0.0,0.0,1.0,2.0,11.172599999999989,False,r,,0.4957999999999174,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.7919436308976344,0.001,0.0,0.7959436308976344,0.7959436308976344,5.750040371346051,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.47545683430512015,0.5245431656948798,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
15,R610,2023-05-16,915119,2,0,0,0,0.5,0.5,0.57,0.0,0.0,1.0,1.0,11.222200000000043,False,r,,0.8337000000000216,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.40585398827942243,0.001,0.0,0.40985398827942243,0.40985398827942243,5.259638833744781,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.47545683430512015,0.5245431656948798,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
16,R610,2023-05-16,915119,3,,1,,0.43,0.57,0.53,0.0,1.0,1.0,1.0,16.00750000000005,False,l,0.4068000000000893,,5.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.6635304839007264,0.001,0.0,0.6675304839007264,0.6675304839007264,4.992781096367468,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.5854713353292561,0.41452866467074384,4.0,30.0,0.5,0.4,0.9,"3.0, 3.0"
17,R610,2023-05-16,915119,3,,1,,0.43,0.57,0.56,0.0,0.0,1.0,1.0,6.577800000000025,False,r,,0.4774999999999636,5.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.6586160826105105,0.001,0.0,0.6626160826105105,0.6626160826105105,4.923377370606261,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.5854713353292561,0.41452866467074384,4.0,30.0,0.5,0.4,0.9,"3.0, 3.0"
18,R610,2023-05-16,915119,1,1,0,0,0.43,0.57,0.59,0.0,2.0,1.0,0.0,16.737300000000005,False,l,0.7749000000000024,,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.6600920937683639,0.001,0.0,0.6640920937683639,0.6640920937683639,5.253073376979523,none,0.2,light,light,1.0,0.001,0.0,False,True,,6.0,True,False,6.0,6.0,0.5854713353292561,0.41452866467074384,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
19,R610,2023-05-16,915119,2,0,0,0,0.5,0.5,0.56,0.0,6.0,1.0,0.0,16.436000000000035,False,l,0.5185999999999922,,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.45355669781614205,0.001,0.0,0.45755669781614206,0.45755669781614206,5.969214666973542,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.4722533560152194,0.5277466439847808,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
20,R610,2023-05-16,915119,3,,1,,0.44,0.56,0.53,0.0,1.0,2.0,3.0,24.147199999999998,False,l,0.6214999999999691,,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.790783106042287,0.001,0.0,0.794783106042287,0.794783106042287,6.244672948678159,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.30815787718161386,0.6918421228183862,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
21,R610,2023-05-16,915119,1,1,0,0,0.44,0.56,0.55,0.0,1.0,1.0,0.0,30.77380000000005,False,l,0.6317999999999984,,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.6235185408539039,0.001,0.0,0.6275185408539039,0.6275185408539039,4.100297703034791,none,0.2,light,light,1.0,0.001,0.0,False,True,,6.0,True,False,6.0,6.0,0.30815787718161386,0.6918421228183862,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
22,R610,2023-05-16,915119,3,,1,,0.5,0.5,0.52,0.0,0.0,2.0,9.0,12.621800000000007,False,r,,0.39669999999989614,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.5048250446535066,0.001,0.0,0.5088250446535066,0.5088250446535066,4.975441361565482,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.2424054572065988,0.7575945427934012,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
23,R610,2023-05-16,915119,2,0,0,0,0.5,0.5,0.55,0.0,0.0,1.0,10.0,16.351100000000088,False,r,,1.2686000000001059,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.4248230139317302,0.001,0.0,0.4288230139317302,0.4288230139317302,5.210718622164907,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.2424054572065988,0.7575945427934012,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
24,R610,2023-05-16,915119,3,,1,,0.45,0.55,0.52,0.0,1.0,1.0,0.0,8.391399999999976,False,l,0.5907999999999447,,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.6348532474553855,0.001,0.0,0.6388532474553855,0.6388532474553855,5.978192857064187,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.3109039908370809,0.689096009162919,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
25,R610,2023-05-16,915119,1,1,0,0,0.45,0.55,0.54,0.0,2.0,1.0,0.0,13.156300000000101,False,l,0.5405000000000655,,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.4492069965878237,0.001,0.0,0.4532069965878237,0.4532069965878237,5.933685338152895,none,0.2,light,light,1.0,0.001,0.0,False,True,,6.0,True,False,6.0,6.0,0.3109039908370809,0.689096009162919,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
26,R610,2023-05-16,915119,3,,1,,0.5,0.5,0.52,0.0,3.0,2.0,0.0,15.157799999999952,False,l,0.4154000000000906,,5.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.4250308748118455,0.001,0.0,0.4290308748118455,0.4290308748118455,7.669396063894386,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.257393733054592,0.742606266945408,4.0,30.0,0.5,0.4,0.9,"3.0, 3.0"
27,R610,2023-05-16,915119,1,1,0,0,0.5,0.5,0.54,0.0,2.0,1.0,0.0,15.277100000000019,False,l,0.5277000000000953,,5.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.41216481054813525,0.001,0.0,0.41616481054813526,0.41616481054813526,7.331619834593072,none,0.2,light,light,1.0,0.001,0.0,False,True,,6.0,True,False,6.0,6.0,0.257393733054592,0.742606266945408,4.0,30.0,0.5,0.4,0.9,"3.0, 3.0"
28,R610,2023-05-16,915119,3,,1,,0.54,0.46,0.52,0.0,0.0,2.0,1.0,6.691299999999956,False,r,,0.33600000000001273,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.45281095203045596,0.001,0.0,0.45681095203045596,0.45681095203045596,4.234501193080998,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.21962026054588676,0.7803797394541133,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
29,R610,2023-05-16,915119,1,1,0,0,0.54,0.46,0.54,0.0,0.0,1.0,5.0,13.448599999999942,False,r,,0.6958999999999378,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.5531214618536899,0.001,0.0,0.5571214618536899,0.5571214618536899,6.082181382152199,none,0.2,light,light,1.0,0.001,0.0,False,True,,6.0,True,False,6.0,6.0,0.21962026054588676,0.7803797394541133,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
30,R610,2023-05-16,915119,1,1,0,0,0.57,0.43,0.52,0.0,1.0,1.0,0.0,11.854700000000093,False,l,0.7134999999998399,,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.5855425547936489,0.001,0.0,0.5895425547936489,0.5895425547936489,6.356010913421491,none,0.2,light,light,1.0,0.001,0.0,False,True,,6.0,True,False,6.0,6.0,0.39615005173259255,0.6038499482674073,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
31,R610,2023-05-16,915119,1,1,0,0,0.6,0.4,0.5,0.0,1.0,1.0,0.0,14.68139999999994,False,l,0.6104000000000269,,5.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.42279658405182113,0.001,0.0,0.42679658405182114,0.42679658405182114,5.675337236797135,none,0.2,light,light,1.0,0.001,0.0,False,True,,6.0,True,False,6.0,6.0,0.3554277688411722,0.6445722311588278,4.0,30.0,0.5,0.4,0.9,"3.0, 3.0"
32,R610,2023-05-16,915119,1,1,0,0,0.63,0.38,0.48,0.0,3.0,1.0,0.0,18.909599999999955,False,l,0.7593999999999141,,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.40196818856481353,0.001,0.0,0.40596818856481354,0.40596818856481354,6.225640738951263,none,0.2,light,light,1.0,0.001,0.0,True,True,,6.0,True,False,6.0,6.0,0.32349551820053574,0.6765044817994642,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
33,R610,2023-05-16,915119,2,0,0,0,0.65,0.35,0.47,0.0,3.0,1.0,1.0,22.9384,False,l,0.623600000000124,,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.6128347156609166,0.001,0.0,0.6168347156609166,0.6168347156609166,7.971840012701813,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.2980352092789724,0.7019647907210276,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
34,R610,2023-05-16,915119,3,,1,,0.61,0.39,0.45,0.0,0.0,2.0,1.0,12.870599999999968,False,r,,0.712099999999964,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.7252927571636694,0.001,0.0,0.7292927571636694,0.7292927571636694,5.266857514247741,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.20053284678144354,0.7994671532185565,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
35,R610,2023-05-16,915119,2,0,0,0,0.61,0.39,0.47,0.0,1.0,1.0,2.0,10.422700000000077,False,l,0.5480000000000018,,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.5110236021329617,0.001,0.0,0.5150236021329617,0.5150236021329617,5.83649860847525,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.20053284678144354,0.7994671532185565,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
36,R610,2023-05-16,915119,3,,1,,0.58,0.42,0.46,0.0,2.0,1.0,1.0,12.513899999999921,False,l,0.4921999999999116,,5.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.6512255834636191,0.001,0.0,0.6552255834636191,0.6552255834636191,5.20998360336051,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.1541432036281125,0.8458567963718875,4.0,30.0,0.5,0.4,0.9,"3.0, 3.0"
37,R610,2023-05-16,915119,3,,1,,0.58,0.42,0.47,0.0,0.0,2.0,7.0,18.747299999999996,False,r,,0.5500999999999294,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.7077677587541524,0.001,0.0,0.7117677587541524,0.7117677587541524,7.247808243230706,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.1541432036281125,0.8458567963718875,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
38,R610,2023-05-16,915119,3,,1,,0.58,0.42,0.49,0.0,2.0,2.0,0.0,14.171399999999949,False,l,0.4899000000000342,,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.6020281677367878,0.001,0.0,0.6060281677367878,0.6060281677367878,6.68359854568352,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.1541432036281125,0.8458567963718875,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
39,R610,2023-05-16,915119,3,,1,,0.58,0.42,0.5,0.0,2.0,1.0,1.0,8.364499999999907,False,l,0.45849999999995816,,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.7559328582284626,0.001,0.0,0.7599328582284626,0.7599328582284626,5.786969083872639,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.1541432036281125,0.8458567963718875,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
40,R610,2023-05-16,915119,3,,1,,0.58,0.42,0.51,0.0,2.0,1.0,1.0,7.417899999999918,False,l,0.4190000000000964,,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.4181148206842699,0.001,0.0,0.4221148206842699,0.4221148206842699,4.429458284574734,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.1541432036281125,0.8458567963718875,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
