,trial,animal_id,date,sess_id,result,hits,violations,temperror,hit_rate,error_rate,violation_rate,temp_error_rate,n_lpokes,n_cpokes,n_rpokes,trial_dur,trial_start,valid_early_spoke,first_spoke,first_lpoke,first_rpoke,n_settling_ins,avg_settling_in,cpoke_dur,stage,curriculum,sides,SMA_set,is_match,sa,sb,stimuli_on,settling_in_dur,legal_cbreak_dur,pre_dur,adj_pre_dur,stimulus_dur,delay_dur,post_dur,sb_extra_dur,viol_off_dur,pre_go_dur,inter_trial_dur,go_type,go_dur,give_type_set,give_type_imp,give_frac,give_delay_dur,give_xtra_light_delay_dur,give_use,replay_on,timeouts,water_delivered,give_water_not_drunk,crash_hist,was_block_swtich,volume_multiplier,l_water_vol,r_water_vol,ab_l_prob,ab_r_prob,ab_beta,ab_tau,exp_del_tau,exp_del_min,exp_del_max,sound_pair,min_time_to_spoke
129,130,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.29,0.0,0.0,1.0,24.0,9.76550000000043,4266.000303,False,r,,3.4519000000000233,1.0,,2.5268999999998414,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.1395000000000001,1.281000000000008,0.3,0.0,2.110000000000008,2.110000000000008,2.0012349438120953,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49444950383707537,0.5055504961629246,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.4519000000000233
130,131,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.28,0.0,0.0,2.0,22.0,7.307099999999991,4282.385003,False,r,,3.1699999999991633,1.0,,2.711899999999332,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.1410000000000001,1.278000000000008,0.3,0.0,2.1100000000000083,2.1100000000000083,1.8341340042826926,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49479700411927885,0.5052029958807213,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.1699999999991633
131,132,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.28,0.0,17.0,1.0,0.0,8.775400000000445,4304.415303,False,l,3.015400000000227,,1.0,,2.4989000000005035,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.1425000000000001,1.2750000000000081,0.3,0.0,2.1100000000000083,2.1100000000000083,1.86047185090773,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49511331640324535,0.5048866835967547,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.015400000000227
132,133,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.28,0.0,0.0,1.0,26.0,11.84519999999975,4323.858603,False,r,,3.4453000000003158,1.0,,2.5932000000002517,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.1440000000000001,1.2720000000000082,0.3,0.0,2.1100000000000083,2.1100000000000083,2.07702933740977,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49511331640324535,0.5048866835967547,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.4453000000003158
133,134,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.28,0.0,25.0,2.0,0.0,8.211900000000242,4344.510603,False,l,3.0046999999995023,,1.0,,2.539299999999457,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.1455000000000001,1.2690000000000083,0.3,0.0,2.1100000000000083,2.1100000000000083,2.860872096440518,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4954115027512797,0.5045884972487202,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",3.0046999999995023
134,135,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.28,0.0,0.0,1.0,30.0,11.196700000000419,4367.994803,False,r,,3.29529999999977,1.0,,2.5668000000005122,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.1470000000000001,1.2660000000000085,0.3,0.0,2.1100000000000088,2.1100000000000088,2.6975553351759487,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4954115027512797,0.5045884972487202,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.29529999999977
135,136,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.27,0.0,29.0,1.0,0.0,8.039499999999862,4387.397003,False,l,2.9651999999996406,,1.0,,2.5703999999996086,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.1485000000000001,1.2630000000000086,0.3,0.0,2.1100000000000088,2.1100000000000088,2.019843647858292,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4956924703961901,0.50430752960381,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",2.9651999999996406
136,137,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.27,0.0,0.0,2.0,27.0,8.540299999999661,4409.945003,False,r,,3.938299999999799,1.0,,2.581199999999626,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.1500000000000001,1.2600000000000087,0.3,0.0,2.1100000000000088,2.1100000000000088,2.2861849948409,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4956924703961901,0.50430752960381,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.938299999999799
137,138,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.27,0.0,0.0,1.0,24.0,7.359499999999571,4429.822903,False,r,,3.1409999999996217,1.0,,2.7137999999995372,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.1515000000000001,1.2570000000000088,0.3,0.0,2.1100000000000088,2.1100000000000088,1.9155101737533151,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4959570969888319,0.504042903011168,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.1409999999996217
138,139,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.27,0.0,23.0,2.0,0.0,7.848500000000058,4450.232203,False,l,3.1302999999998065,,1.0,,2.756399999999303,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.1530000000000001,1.2540000000000089,0.3,0.0,2.110000000000009,2.110000000000009,2.3718728245083724,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4961985497586592,0.5038014502413409,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",3.1302999999998065
139,140,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.27,0.0,21.0,1.0,0.0,7.3518999999996595,4469.604703,False,l,3.279099999999744,,1.0,,2.6677999999992608,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.1545000000000001,1.251000000000009,0.3,0.0,2.110000000000009,2.110000000000009,1.7265146207772586,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.496198549758659,0.5038014502413409,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.279099999999744
140,141,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.26,0.0,0.0,1.0,24.0,8.87119999999959,4490.720803,False,r,,4.606799999999566,1.0,,3.2630999999992127,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.1560000000000001,1.248000000000009,0.3,0.0,2.110000000000009,2.110000000000009,1.9614268613175565,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.496198549758659,0.5038014502413409,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",4.606799999999566
141,142,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.26,0.0,16.0,1.0,0.0,9.935900000000402,4510.389503,False,l,3.441899999999805,,1.0,,2.8593000000000757,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.1575000000000001,1.2450000000000092,0.3,0.0,2.110000000000009,2.110000000000009,1.2176869894893827,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49643392452278967,0.5035660754772102,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.441899999999805
142,143,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.26,0.0,29.0,1.0,0.0,9.010599999999613,4531.128903,False,l,2.9507999999996173,,1.0,,2.5609999999996944,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.1590000000000001,1.2420000000000093,0.3,0.0,2.1100000000000096,2.1100000000000096,1.6934036049113943,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49643392452278967,0.5035660754772102,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",2.9507999999996173
143,144,R015,2023-08-04,924420,3,,1,,0.99,0.01,0.26,0.0,0.0,2.0,0.0,4.485099999999875,4553.898803,False,n,,,1.0,,2.0156999999999243,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.16050000000000011,1.2390000000000094,0.3,0.0,2.1100000000000096,2.1100000000000096,2.3183345038414567,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.49643392452278967,0.5035660754772102,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",
144,145,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.26,0.0,0.0,1.0,11.0,7.703499999999622,4574.920003,False,r,,3.2273000000004686,1.0,,2.663800000000265,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.16200000000000012,1.2360000000000095,0.3,0.0,2.1100000000000096,2.1100000000000096,1.2835905514661912,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49643392452278967,0.5035660754772102,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.2273000000004686
145,146,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.26,0.0,20.0,2.0,0.0,7.5294999999996435,4590.718003,False,l,3.180600000000595,,2.0,0.07250000000021828,2.601900000000569,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.16350000000000012,1.2330000000000096,0.3,0.0,2.1100000000000096,2.1100000000000096,1.2924838498364615,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49666231910924913,0.5033376808907509,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.180600000000595
146,147,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.26,0.0,22.0,1.0,0.0,9.164600000000064,4610.938103,False,l,3.040399999999863,,1.0,,2.5311000000001513,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.16500000000000012,1.2300000000000098,0.3,0.0,2.11000000000001,2.11000000000001,2.002124134634706,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4966623191092493,0.5033376808907508,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.040399999999863
147,148,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.26,0.0,0.0,2.0,21.0,10.547300000000178,4630.733603,False,r,,3.399999999999636,1.0,,2.5555999999996857,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.16650000000000012,1.2270000000000099,0.3,0.0,2.11000000000001,2.11000000000001,1.963993174089377,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49666231910924913,0.5033376808907509,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.399999999999636
148,149,R015,2023-08-04,924420,3,,1,,0.99,0.01,0.26,0.0,0.0,2.0,0.0,4.908400000000256,4651.834103,False,n,,,1.0,,0.5483000000003813,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.16800000000000012,1.22400000000001,0.3,0.0,2.11000000000001,2.11000000000001,1.4381894321647586,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.49688295144294226,0.5031170485570579,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",
149,150,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.26,0.0,31.0,1.0,0.0,8.496299999999792,4673.910003,False,l,3.1475000000000364,,1.0,,2.5455999999994674,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.16950000000000012,1.22100000000001,0.3,0.0,2.11000000000001,2.11000000000001,3.0024898029789746,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49688295144294226,0.5031170485570579,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.1475000000000364
150,151,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.26,0.0,0.0,1.0,25.0,7.6253999999999,4690.999003,False,r,,3.2237999999997555,1.0,,2.576499999999214,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.17100000000000012,1.2180000000000102,0.3,0.0,2.1100000000000105,2.1100000000000105,2.0985731753809014,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49688295144294226,0.5031170485570579,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.2237999999997555
151,152,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.26,0.0,27.0,1.0,21.0,13.141999999999825,4710.396003,False,l,3.033200000000761,,1.0,,2.657100000000355,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.17250000000000013,1.2150000000000103,0.3,0.0,2.1100000000000105,2.1100000000000105,2.4233677120493864,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49708866825138304,0.502911331748617,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.033200000000761
152,153,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.26,0.0,23.0,1.0,0.0,9.058200000000397,4729.624503,False,l,3.1136999999998807,,1.0,,2.5931000000000495,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.17400000000000013,1.2120000000000104,0.3,0.0,2.1100000000000105,2.1100000000000105,1.8775528583726522,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49708866825138304,0.502911331748617,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",3.1136999999998807
153,154,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.25,0.0,21.0,1.0,0.0,7.5888999999997395,4754.503503,False,l,3.1192999999993845,,1.0,,2.5135999999993146,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.17550000000000013,1.2090000000000105,0.3,0.0,2.1100000000000105,2.1100000000000105,2.1232903840676265,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49708866825138304,0.502911331748617,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",3.1192999999993845
154,155,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.25,0.0,0.0,2.0,21.0,7.7849999999998545,4775.377903,False,r,,3.8278000000000247,2.0,0.129399999999805,2.5394999999998618,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.17700000000000013,1.2060000000000106,0.3,0.0,2.110000000000011,2.110000000000011,1.4843726355364895,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49708866825138304,0.502911331748617,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.8278000000000247
155,156,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.25,0.0,0.0,1.0,29.0,9.604999999999563,4794.529603,False,r,,3.3046999999996842,1.0,,2.5755999999992127,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.17850000000000013,1.2030000000000107,0.3,0.0,2.110000000000011,2.110000000000011,2.232048821761605,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4972928186278544,0.5027071813721455,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.3046999999996842
156,157,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.25,0.0,0.0,2.0,21.0,9.624899999999798,4814.813903,False,r,,3.7818999999999505,2.0,0.20170000000052823,2.7312999999994645,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.18000000000000013,1.2000000000000108,0.3,0.0,2.110000000000011,2.110000000000011,1.336372813080468,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4974758206103916,0.5025241793896085,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.7818999999999505
157,158,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.25,0.0,25.0,1.0,29.0,13.538300000000163,4836.595203,False,l,3.0537999999996828,,1.0,,2.5769000000000233,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.18150000000000013,1.197000000000011,0.3,0.0,2.110000000000011,2.110000000000011,2.3016193069423116,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49764071143703753,0.5023592885629624,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.0537999999996828
158,159,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.25,0.0,21.0,2.0,0.0,9.678200000000288,4858.757503,False,l,3.108400000000074,,1.0,,2.530499999999847,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.18300000000000013,1.194000000000011,0.3,0.0,2.1100000000000114,2.1100000000000114,1.6577205942855635,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49764071143703736,0.5023592885629625,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.108400000000074
159,160,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.25,0.0,31.0,1.0,0.0,8.384200000000419,4883.479003,False,l,3.3783999999996013,,1.0,,2.9619999999995343,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.18450000000000014,1.1910000000000112,0.3,0.0,2.1100000000000114,2.1100000000000114,2.6595066618786976,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49764071143703736,0.5023592885629625,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.3783999999996013
160,161,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.24,0.0,24.0,2.0,0.0,10.390599999999722,4905.084403,False,l,2.936200000000099,,1.0,,2.506000000000313,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.18600000000000014,1.1880000000000113,0.3,0.0,2.1100000000000114,2.1100000000000114,2.2532460033868214,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49764071143703736,0.5023592885629625,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",2.936200000000099
161,162,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.24,0.0,0.0,1.0,37.0,11.97149999999965,4924.491503,False,r,,3.438799999999901,1.0,,2.620299999999588,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.18750000000000014,1.1850000000000114,0.3,0.0,2.1100000000000114,2.1100000000000114,2.598508694664758,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49764071143703736,0.5023592885629625,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.438799999999901
162,163,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.24,0.0,0.0,2.0,26.0,11.571600000000217,4946.649804,False,r,,3.229099999999562,1.0,,2.6277000000000044,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.18900000000000014,1.1820000000000115,0.3,0.0,2.110000000000012,2.110000000000012,2.782378941684139,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4978097380927606,0.5021902619072395,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.229099999999562
163,164,R015,2023-08-04,924420,3,,1,,0.99,0.01,0.24,0.0,0.0,2.0,0.0,4.921900000000278,4970.166203,False,n,,,1.0,,0.6867000000002008,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.19050000000000014,1.1790000000000116,0.3,0.0,2.110000000000012,2.110000000000012,2.7876504955234704,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.4979607857139616,0.5020392142860385,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",
164,165,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.24,0.0,20.0,1.0,0.0,7.221800000000258,4992.982303,False,l,3.242899999999281,,1.0,,2.556999999999789,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.19200000000000014,1.1760000000000117,0.3,0.0,2.110000000000012,2.110000000000012,1.6326245111386033,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4979607857139616,0.5020392142860385,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.242899999999281
165,166,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.24,0.0,30.0,1.0,0.0,11.138700000000426,5009.123203,False,l,3.476300000000265,,1.0,,2.553100000000086,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.19350000000000014,1.1730000000000118,0.3,0.0,2.110000000000012,2.110000000000012,1.9552105992609126,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4979607857139616,0.5020392142860385,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.476300000000265
166,167,R015,2023-08-04,924420,3,,1,,0.99,0.01,0.24,0.0,0.0,6.0,0.0,34.352200000000266,5028.117803,False,n,,,2.0,0.09029999999984284,0.7590000000000146,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.19500000000000015,1.170000000000012,0.3,0.0,2.1100000000000123,2.1100000000000123,1.9708176696242459,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.4979607857139616,0.5020392142860385,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",
167,168,R015,2023-08-04,924420,3,,1,,0.99,0.01,0.25,0.0,0.0,3.0,0.0,16.983500000000276,5050.992803,False,n,,,1.0,,0.6228999999993903,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.19650000000000015,1.167000000000012,0.3,0.0,2.1100000000000123,2.1100000000000123,2.069272734430693,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.4979607857139616,0.5020392142860385,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",
168,169,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.25,0.0,16.0,2.0,0.0,26.09810000000016,5097.220103,False,l,3.138300000000527,,1.0,,2.5658000000003085,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.19800000000000015,1.1640000000000121,0.3,0.0,2.1100000000000123,2.1100000000000123,1.0,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4979607857139616,0.5020392142860385,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",3.138300000000527
169,170,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.25,0.0,50.0,1.0,19.0,17.577500000000327,5125.838104,False,r,,3.6018999999996595,1.0,,2.5195999999996275,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.19950000000000015,1.1610000000000122,0.3,0.0,2.1100000000000123,2.1100000000000123,1.0,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4979607857139617,0.5020392142860384,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.6018999999996595
170,171,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.25,0.0,23.0,1.0,0.0,42.23620000000028,5165.083003,False,l,3.0606000000007043,,1.0,,2.528900000000249,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.20100000000000015,1.1580000000000124,0.3,0.0,2.1100000000000128,2.1100000000000128,1.6164876449240868,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4981097376681256,0.5018902623318745,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.0606000000007043
171,172,R015,2023-08-04,924420,3,,1,,0.99,0.01,0.25,0.0,0.0,4.0,0.0,6.465400000000045,5195.463303,False,n,,,3.0,0.08294999999998254,0.704899999999725,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.20250000000000015,1.1550000000000125,0.3,0.0,2.1100000000000128,2.1100000000000128,1.9461710754071113,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.4981097376681256,0.5018902623318745,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",
172,173,R015,2023-08-04,924420,3,,1,,0.99,0.01,0.25,0.0,0.0,4.0,0.0,6.566100000000006,5249.496303,False,n,,,1.0,,0.5097999999998137,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.20400000000000015,1.1520000000000126,0.3,0.0,2.1100000000000128,2.1100000000000128,1.9140288099126195,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.4981097376681256,0.5018902623318745,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",
